beta=0.50
separation,avg_random,sd_random,avg_2nd,sd_2nd,avg_3rd,sd_3rd,avg_order,sd_order
8,0.001207,0.006503,0.001670,0.006321,0.000507,0.004541,0.000649,0.009338  
9,0.000244,0.006098,0.000682,0.004721,-0.000001,0.005772,0.000969,0.007576  
10,-0.000260,0.006345,-0.000243,0.005673,0.000344,0.004796,0.001253,0.007451  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.462239,0.003519,0.464506,0.004772,0.407408,0.004242,0.055482,0.000228  
2,0.214140,0.004121,0.219432,0.010109,0.158692,0.005139,0.003145,0.012190  
3,0.098786,0.004402,0.101915,0.006561,0.059534,0.007420,-0.001377,0.009293  
4,0.045289,0.004852,0.048584,0.008095,0.024005,0.005673,-0.000260,0.009203  
5,0.020951,0.005456,0.022434,0.005367,0.009251,0.005509,0.000014,0.008282  
6,0.009950,0.005728,0.010026,0.006250,0.003143,0.006295,0.000979,0.007734  
7,0.004886,0.005696,0.004346,0.004486,0.000592,0.004418,-0.001156,0.007947  
8,0.002744,0.006065,0.001447,0.005488,0.000146,0.004618,0.000389,0.008145  
9,0.001236,0.006140,0.000689,0.004214,0.001473,0.006288,-0.000042,0.008590  
10,0.000257,0.005808,0.000017,0.005549,0.000571,0.004530,-0.000473,0.007809  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.461966,0.003516,0.461223,0.004855,0.417716,0.003977,-0.012466,0.000181  
2,0.212923,0.004874,0.211532,0.010825,0.169096,0.004718,-0.002018,0.013052  
3,0.098003,0.005431,0.098239,0.006523,0.067676,0.006300,0.000413,0.010102  
4,0.044831,0.005747,0.046372,0.006941,0.028149,0.004532,-0.001032,0.009116  
5,0.020575,0.005792,0.021459,0.005073,0.011295,0.004496,0.000745,0.009054  
6,0.009924,0.005914,0.009948,0.006405,0.004965,0.006012,-0.000256,0.008292  
7,0.004535,0.005869,0.004977,0.004367,0.002385,0.004479,-0.000358,0.009203  
8,0.002037,0.006006,0.002500,0.005140,0.001417,0.004461,0.003110,0.008298  
9,0.000903,0.005532,0.000865,0.004123,0.001152,0.005781,-0.001966,0.009546  
10,0.000487,0.005390,0.000177,0.005372,0.000460,0.004493,-0.000853,0.008751  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.461400,0.003592,0.462622,0.004663,0.394642,0.003680,0.003566,0.000218  
2,0.212693,0.005249,0.214727,0.009654,0.144407,0.004548,0.000287,0.013512  
3,0.097841,0.005889,0.099458,0.006218,0.049009,0.006756,0.000898,0.010444  
4,0.045143,0.005943,0.045839,0.007323,0.018720,0.005499,0.000284,0.009950  
5,0.021359,0.006396,0.021335,0.004932,0.006141,0.005544,-0.001034,0.010379  
6,0.010169,0.006340,0.010362,0.006562,0.001740,0.006487,-0.000680,0.008871  
7,0.004578,0.005899,0.004439,0.004758,0.000720,0.004638,0.001516,0.008725  
8,0.002550,0.005716,0.001622,0.005815,0.000071,0.004855,-0.000225,0.008208  
9,0.001141,0.005920,0.001002,0.004020,0.000166,0.006814,0.000909,0.009034  
10,0.000412,0.006256,0.000715,0.005140,-0.000182,0.004891,-0.001291,0.008899  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.462270,0.004147,0.461414,0.004138,0.386347,0.003549,-0.028442,0.000205  
2,0.213679,0.005359,0.212592,0.009193,0.136300,0.003909,-0.004110,0.013937  
3,0.099144,0.005878,0.098166,0.005452,0.045821,0.006878,0.001107,0.010541  
4,0.045889,0.005539,0.045542,0.006487,0.017826,0.005240,-0.000759,0.010782  
5,0.021365,0.005585,0.021282,0.004546,0.006073,0.005426,0.001488,0.010000  
6,0.009889,0.005401,0.010184,0.005866,0.001851,0.006551,-0.001505,0.009797  
7,0.004801,0.005079,0.003948,0.003993,0.000578,0.004495,0.000158,0.009788  
8,0.002283,0.005536,0.001543,0.005574,0.000091,0.004377,-0.001372,0.008461  
9,0.000837,0.005711,0.001029,0.003977,0.000202,0.005565,0.001686,0.008595  
10,0.000453,0.005458,0.000142,0.005557,-0.000622,0.004369,-0.001465,0.008727  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.462282,0.003569,0.460701,0.004959,0.397705,0.003808,-0.024487,0.000190  
2,0.213672,0.005322,0.210050,0.010822,0.147624,0.004457,-0.001547,0.013942  
3,0.098869,0.005536,0.096792,0.006339,0.051604,0.006064,-0.002878,0.011431  
4,0.045805,0.005209,0.043995,0.007238,0.020388,0.004956,0.002440,0.010606  
5,0.021248,0.005085,0.020482,0.004301,0.007572,0.004511,-0.000091,0.010734  
6,0.010057,0.005190,0.010077,0.005286,0.002759,0.006356,0.000750,0.010656  
7,0.004620,0.005396,0.004824,0.004084,0.000721,0.003947,-0.000903,0.009084  
8,0.002274,0.005362,0.003257,0.005331,0.000510,0.004204,0.000877,0.008507  
9,0.001067,0.005530,0.002180,0.003775,0.001151,0.006342,-0.000552,0.008460  
10,0.000343,0.005845,0.001519,0.005555,0.000452,0.004577,-0.000821,0.008890  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.462004,0.003495,0.462019,0.004612,0.402240,0.004221,0.039470,0.000232  
2,0.213589,0.004181,0.212349,0.009828,0.152934,0.004695,-0.002185,0.012850  
3,0.099398,0.004510,0.098577,0.006142,0.055676,0.007108,-0.001709,0.010487  
4,0.046529,0.004745,0.046061,0.007683,0.021972,0.005388,0.002974,0.010712  
5,0.022162,0.005034,0.020929,0.005349,0.008497,0.005574,-0.000547,0.008411  
6,0.010632,0.005571,0.009766,0.006041,0.003935,0.006364,0.000953,0.008072  
7,0.005534,0.006101,0.004507,0.004546,0.001144,0.004710,0.000879,0.008822  
8,0.002799,0.006510,0.001657,0.005531,-0.000255,0.004576,-0.001434,0.008077  
9,0.001477,0.006327,0.000636,0.004317,-0.000856,0.005987,0.000412,0.009350  
10,0.000559,0.005739,0.000325,0.005527,-0.000634,0.004618,0.001611,0.008111  
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000  
1,0.461830,0.003849,0.462096,0.004486,0.395940,0.003834,0.011492,0.000264  
2,0.212581,0.005055,0.213656,0.010263,0.146195,0.004349,0.005067,0.015480  
3,0.097839,0.006244,0.098393,0.006278,0.050484,0.007605,-0.000630,0.010967  
4,0.045060,0.006602,0.045167,0.007515,0.020041,0.005521,-0.000923,0.009968  
5,0.020700,0.006293,0.020697,0.004812,0.007109,0.005100,0.001823,0.009824  
6,0.009812,0.006119,0.009549,0.005789,0.001416,0.005788,-0.000985,0.009984  
7,0.004460,0.005868,0.004419,0.003824,0.000938,0.004549,0.000804,0.009476  
8,0.001916,0.006056,0.001719,0.005333,0.000214,0.004718,0.000156,0.008971  
9,0.000938,0.006201,0.001193,0.004085,-0.000529,0.005711,0.000232,0.008800  
10,0.000274,0.006098,0.000756,0.005745,0.000147,0.004069,0.001108,0.008445  
