beta=0.50
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue
3,0.985455,0.031254,0.988488,0.005098,0.986724,0.022212,0.988498,0.004654
4,0.985060,0.035173,0.988396,0.006010,0.986167,0.027730,0.988410,0.005518
5,0.984787,0.037901,0.988333,0.006697,0.985687,0.032524,0.988345,0.006189
6,0.984588,0.039922,0.988283,0.007158,0.985299,0.036403,0.988303,0.006635
7,0.984400,0.041776,0.988243,0.007531,0.985036,0.039012,0.988275,0.006899
8,0.984271,0.043023,0.988227,0.007687,0.984946,0.039931,0.988263,0.006998
9,0.984400,0.041776,0.988243,0.007531,0.985036,0.039012,0.988275,0.006899
10,0.984588,0.039922,0.988283,0.007158,0.985299,0.036403,0.988303,0.006635
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.985021,0.028018,0.988964,0.002158,0.741783,0.000786,0.988943,0.002715
2,0.982451,0.044802,0.988665,0.003267,0.494417,0.000638,0.988606,0.004323
3,0.980588,0.057642,0.988580,0.004114,0.247215,0.000252,0.988479,0.005548
4,0.979137,0.067586,0.988511,0.004778,0.000054,0.000395,0.988387,0.006489
5,0.977998,0.075382,0.988471,0.005186,-0.247078,0.001127,0.988321,0.007151
6,0.977215,0.080782,0.988445,0.005457,-0.493445,0.002028,0.988281,0.007549
7,0.976795,0.083915,0.988428,0.005620,-0.721862,0.003997,0.988256,0.007759
8,0.976633,0.085095,0.988423,0.005718,-0.739982,0.003795,0.988252,0.007806
9,0.976795,0.083915,0.988428,0.005620,-0.721862,0.003997,0.988256,0.007759
10,0.977215,0.080782,0.988445,0.005457,-0.493445,0.002028,0.988281,0.007549
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.978637,0.046597,0.988895,0.002753,0.988634,0.005570,0.988597,0.005369
2,0.970225,0.083377,0.988532,0.004520,0.988063,0.009398,0.988038,0.009079
3,0.962541,0.117756,0.988381,0.005994,0.987731,0.012701,0.987727,0.012190
4,0.955389,0.149964,0.988286,0.006939,0.987456,0.015477,0.987473,0.014740
5,0.948892,0.179678,0.988230,0.007511,0.987229,0.017711,0.987276,0.016701
6,0.943392,0.205547,0.988199,0.007786,0.987072,0.019288,0.987147,0.017992
7,0.939591,0.223992,0.988183,0.007943,0.986976,0.020204,0.987071,0.018731
8,0.938279,0.230414,0.988185,0.007966,0.986947,0.020489,0.987046,0.019007
9,0.939591,0.223992,0.988183,0.007943,0.986976,0.020204,0.987071,0.018731
10,0.943392,0.205547,0.988199,0.007786,0.987072,0.019288,0.987147,0.017992
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.985697,0.026456,0.988937,0.002105,0.988608,0.005658,0.959829,0.003698
2,0.983853,0.041338,0.988638,0.003256,0.988045,0.009420,0.952550,0.006098
3,0.982663,0.052097,0.988546,0.004125,0.987736,0.012505,0.950341,0.008228
4,0.981830,0.059566,0.988479,0.004763,0.987488,0.014946,0.949471,0.009933
5,0.981341,0.063899,0.988429,0.005276,0.987287,0.016946,0.949043,0.011259
6,0.981139,0.065580,0.988400,0.005603,0.987147,0.018348,0.948827,0.012149
7,0.981075,0.066039,0.988377,0.005821,0.987069,0.019117,0.948711,0.012654
8,0.981049,0.066096,0.988365,0.005901,0.987050,0.019336,0.948667,0.012876
9,0.981075,0.066039,0.988377,0.005821,0.987069,0.019117,0.948711,0.012654
10,0.981139,0.065580,0.988400,0.005603,0.987147,0.018348,0.948827,0.012149
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.984688,0.030235,0.988997,0.001891,0.988823,0.003065,0.988979,0.001972
2,0.982043,0.048609,0.988714,0.002868,0.988437,0.005044,0.988694,0.002976
3,0.980044,0.063450,0.988630,0.003689,0.988268,0.006685,0.988612,0.003795
4,0.978387,0.075754,0.988563,0.004363,0.988140,0.007981,0.988552,0.004411
5,0.977025,0.086066,0.988501,0.004953,0.988037,0.008982,0.988504,0.004868
6,0.975994,0.093933,0.988464,0.005326,0.987968,0.009685,0.988471,0.005203
7,0.975383,0.098720,0.988443,0.005538,0.987925,0.010145,0.988460,0.005314
8,0.975158,0.100419,0.988440,0.005601,0.987900,0.010334,0.988456,0.005358
9,0.975383,0.098720,0.988443,0.005538,0.987925,0.010145,0.988460,0.005314
10,0.975994,0.093933,0.988464,0.005326,0.987968,0.009685,0.988471,0.005203
