beta=0.30
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.838290,0.023916,0.839171,0.005984,0.838712,0.006003,0.839101,0.004293
2,0.822731,0.033083,0.824131,0.008959,0.823524,0.008960,0.823957,0.006226
3,0.820786,0.037246,0.822473,0.011112,0.821848,0.010886,0.822317,0.007610
4,0.820360,0.039756,0.822176,0.012782,0.821550,0.012333,0.822077,0.008629
5,0.820288,0.040930,0.821982,0.014140,0.821460,0.013374,0.821922,0.009496
6,0.820271,0.041416,0.821898,0.015090,0.821376,0.014265,0.821920,0.010086
7,0.820209,0.041481,0.821897,0.015689,0.821337,0.014669,0.821847,0.010584
8,0.820072,0.042017,0.821793,0.015967,0.821338,0.014846,0.821800,0.010758
9,0.820209,0.041481,0.821897,0.015689,0.821337,0.014669,0.821847,0.010584
10,0.820271,0.041416,0.821898,0.015090,0.821376,0.014265,0.821920,0.010086
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.835935,0.033760,0.838530,0.006805,0.839052,0.005051,0.839117,0.004324
2,0.819180,0.049750,0.823216,0.009693,0.823932,0.007645,0.824055,0.006115
3,0.816488,0.059319,0.821522,0.011545,0.822304,0.009542,0.822502,0.007156
4,0.815442,0.065999,0.821323,0.012880,0.821953,0.011267,0.822278,0.007954
5,0.814812,0.070677,0.821151,0.013851,0.821718,0.012711,0.822195,0.008535
6,0.814438,0.073302,0.821097,0.014563,0.821603,0.013832,0.822090,0.008922
7,0.814262,0.074771,0.821100,0.014836,0.821618,0.014459,0.822110,0.009190
8,0.814079,0.075572,0.821042,0.014957,0.821566,0.014644,0.822102,0.009190
9,0.814262,0.074771,0.821100,0.014836,0.821618,0.014459,0.822110,0.009190
10,0.814438,0.073302,0.821097,0.014563,0.821603,0.013832,0.822090,0.008922
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.835507,0.035303,0.838775,0.005782,0.839261,0.003705,0.839087,0.003697
2,0.818478,0.051746,0.823729,0.008292,0.824275,0.005030,0.824003,0.005270
3,0.815753,0.060750,0.822071,0.010167,0.822750,0.005837,0.822442,0.006383
4,0.814889,0.066086,0.821807,0.011519,0.822483,0.006354,0.822137,0.007447
5,0.814348,0.069650,0.821682,0.012420,0.822432,0.006689,0.822107,0.008188
6,0.814031,0.071859,0.821577,0.013077,0.822393,0.006922,0.822031,0.008765
7,0.813943,0.072686,0.821504,0.013470,0.822452,0.007058,0.821992,0.009255
8,0.813813,0.073131,0.821543,0.013659,0.822451,0.007063,0.822004,0.009330
9,0.813943,0.072686,0.821504,0.013470,0.822452,0.007058,0.821992,0.009255
10,0.814031,0.071859,0.821577,0.013077,0.822393,0.006922,0.822031,0.008765
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.832803,0.041251,0.838890,0.006592,0.838635,0.007464,0.839493,0.003825
2,0.814634,0.061258,0.823576,0.010487,0.823357,0.011076,0.824401,0.004986
3,0.811197,0.073524,0.821872,0.013445,0.821638,0.013440,0.822843,0.005610
4,0.809475,0.082559,0.821407,0.016002,0.821305,0.015199,0.822705,0.005905
5,0.808412,0.089131,0.821171,0.018093,0.821132,0.016536,0.822679,0.006216
6,0.807719,0.093217,0.821050,0.019730,0.821013,0.017522,0.822663,0.006320
7,0.807495,0.095447,0.820907,0.020635,0.821002,0.018054,0.822592,0.006382
8,0.807370,0.096243,0.820860,0.020888,0.820950,0.018205,0.822545,0.006535
9,0.807495,0.095447,0.820907,0.020635,0.821002,0.018054,0.822592,0.006382
10,0.807719,0.093217,0.821050,0.019730,0.821013,0.017522,0.822663,0.006320
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.831580,0.042519,0.839039,0.004118,0.838929,0.003858,0.838912,0.003696
2,0.811950,0.067268,0.823909,0.005513,0.823855,0.005458,0.823896,0.004849
3,0.806943,0.086769,0.822394,0.006305,0.822219,0.006512,0.822324,0.005397
4,0.803473,0.103972,0.822174,0.006787,0.821999,0.007449,0.822138,0.005756
5,0.800814,0.118936,0.822145,0.007060,0.821900,0.008239,0.822173,0.006018
6,0.798585,0.131485,0.822142,0.007172,0.821824,0.008644,0.822086,0.006148
7,0.797091,0.140144,0.822085,0.007314,0.821816,0.008892,0.822122,0.006259
8,0.796473,0.143073,0.822093,0.007293,0.821821,0.008962,0.822055,0.006408
9,0.797091,0.140144,0.822085,0.007314,0.821816,0.008892,0.822122,0.006259
10,0.798585,0.131485,0.822142,0.007172,0.821824,0.008644,0.822086,0.006148
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.836431,0.026283,0.838870,0.004147,0.839302,0.003732,0.839207,0.003489
2,0.820316,0.037343,0.823665,0.006017,0.824213,0.005423,0.824142,0.004767
3,0.818245,0.043074,0.822094,0.007139,0.822733,0.006474,0.822617,0.005445
4,0.817701,0.046864,0.821880,0.008105,0.822477,0.007283,0.822433,0.005911
5,0.817476,0.048895,0.821735,0.008795,0.822400,0.008067,0.822412,0.006174
6,0.817381,0.050023,0.821680,0.009300,0.822337,0.008684,0.822317,0.006408
7,0.817390,0.050740,0.821655,0.009485,0.822350,0.008960,0.822329,0.006622
8,0.817382,0.050586,0.821592,0.009586,0.822327,0.009077,0.822290,0.006652
9,0.817390,0.050740,0.821655,0.009485,0.822350,0.008960,0.822329,0.006622
10,0.817381,0.050023,0.821680,0.009300,0.822337,0.008684,0.822317,0.006408
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.833526,0.037167,0.838511,0.010167,0.838608,0.004757,0.839242,0.003683
2,0.815188,0.057556,0.823131,0.014964,0.823288,0.007172,0.824216,0.004957
3,0.811111,0.072087,0.821387,0.018389,0.821634,0.008906,0.822705,0.005704
4,0.808759,0.084743,0.820952,0.020863,0.821348,0.010198,0.822492,0.006311
5,0.806892,0.095203,0.820729,0.022972,0.821230,0.010943,0.822411,0.006623
6,0.805440,0.103524,0.820592,0.024300,0.821191,0.011315,0.822336,0.006956
7,0.804480,0.108899,0.820449,0.025340,0.821149,0.011400,0.822394,0.007124
8,0.804185,0.110919,0.820476,0.025673,0.821180,0.011464,0.822344,0.007272
9,0.804480,0.108899,0.820449,0.025340,0.821149,0.011400,0.822394,0.007124
10,0.805440,0.103524,0.820592,0.024300,0.821191,0.011315,0.822336,0.006956
