beta=0.40
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue
3,0.951108,0.058276,0.958993,0.002773,0.958443,0.007626,0.958692,0.005926
4,0.949826,0.068675,0.958967,0.002908,0.958293,0.009089,0.958596,0.006792
5,0.948847,0.076760,0.958956,0.002961,0.958171,0.010237,0.958538,0.007357
6,0.948241,0.081879,0.958954,0.003003,0.958086,0.011136,0.958513,0.007679
7,0.947922,0.084601,0.958951,0.003007,0.958024,0.011683,0.958497,0.007758
8,0.947763,0.085834,0.958947,0.002988,0.958002,0.011905,0.958476,0.007830
9,0.947922,0.084601,0.958951,0.003007,0.958024,0.011683,0.958497,0.007758
10,0.948241,0.081879,0.958954,0.003003,0.958086,0.011136,0.958513,0.007679
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.958446,0.020042,0.960515,0.002265,0.918719,0.042429,0.960485,0.004078
2,0.956102,0.028275,0.958911,0.003202,0.900677,0.059152,0.958755,0.006296
3,0.955534,0.033244,0.958789,0.003860,0.892619,0.067337,0.958539,0.007894
4,0.955243,0.036237,0.958760,0.004272,0.887929,0.072166,0.958403,0.009304
5,0.955063,0.037911,0.958739,0.004574,0.884943,0.075326,0.958298,0.010398
6,0.954986,0.038736,0.958703,0.004803,0.883102,0.077300,0.958211,0.011162
7,0.954978,0.038859,0.958694,0.004923,0.882108,0.078380,0.958167,0.011692
8,0.954917,0.039350,0.958694,0.004951,0.881709,0.078810,0.958140,0.011858
9,0.954978,0.038859,0.958694,0.004923,0.882108,0.078380,0.958167,0.011692
10,0.954986,0.038736,0.958703,0.004803,0.883102,0.077300,0.958211,0.011162
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.957544,0.025317,0.960146,0.006669,0.960167,0.006716,0.960666,0.001867
2,0.954681,0.038086,0.958180,0.011128,0.958142,0.011866,0.959106,0.002612
3,0.953725,0.047093,0.957734,0.015076,0.957619,0.016526,0.958988,0.003014
4,0.953063,0.053621,0.957385,0.018388,0.957185,0.020697,0.958978,0.003239
5,0.952589,0.058324,0.957098,0.021230,0.956831,0.024432,0.958963,0.003330
6,0.952273,0.061577,0.956901,0.023266,0.956517,0.027484,0.958958,0.003371
7,0.952060,0.063491,0.956780,0.024394,0.956297,0.029696,0.958942,0.003450
8,0.951975,0.064398,0.956736,0.024725,0.956200,0.030514,0.958948,0.003478
9,0.952060,0.063491,0.956780,0.024394,0.956297,0.029696,0.958942,0.003450
10,0.952273,0.061577,0.956901,0.023266,0.956517,0.027484,0.958958,0.003371
