beta=0.40
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue,avg_gcurve,sd_gcurve
2,0.361942,0.014297,0.365096,0.008857,0.364489,0.007960,0.362400,0.007122,0.363989,0.007534
3,0.258697,0.018408,0.262497,0.011213,0.261952,0.010339,0.259359,0.009182,0.261551,0.009599
4,0.193156,0.021497,0.197512,0.012970,0.197210,0.012251,0.193898,0.010823,0.196678,0.011187
5,0.148162,0.023699,0.152399,0.013738,0.152173,0.013673,0.148463,0.011754,0.152179,0.012883
6,0.115918,0.025281,0.119519,0.014600,0.119500,0.014664,0.115658,0.012754,0.119757,0.014050
7,0.092000,0.026257,0.094980,0.015096,0.095126,0.015461,0.090543,0.013537,0.095782,0.015091
8,0.073842,0.026563,0.075968,0.015500,0.076284,0.015913,0.071343,0.014475,0.077183,0.015838
9,0.059811,0.026837,0.061370,0.015654,0.061298,0.016141,0.056693,0.015095,0.062432,0.016103
10,0.048764,0.027376,0.049806,0.015702,0.049325,0.016205,0.045174,0.015625,0.050903,0.016554
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.552521,0.007186,0.553698,0.004775,0.553625,0.004436,0.553738,0.004926,0.552561,0.004409
2,0.362790,0.012292,0.364600,0.007434,0.364773,0.007232,0.364939,0.007770,0.362982,0.007155
3,0.259385,0.016135,0.262042,0.009294,0.262114,0.009398,0.261954,0.009728,0.260118,0.009256
4,0.193555,0.018886,0.197034,0.010904,0.197085,0.011202,0.196577,0.011225,0.194931,0.011251
5,0.147727,0.020973,0.151953,0.011930,0.151849,0.012734,0.151477,0.012118,0.149952,0.012585
6,0.114295,0.022602,0.119437,0.013211,0.118975,0.013971,0.118708,0.012971,0.117016,0.013708
7,0.088918,0.023374,0.095110,0.014442,0.094149,0.014737,0.094223,0.013841,0.092405,0.014704
8,0.069539,0.023754,0.076532,0.015010,0.075450,0.015216,0.075417,0.014562,0.073520,0.015478
9,0.054480,0.023849,0.062280,0.015424,0.060785,0.015602,0.060650,0.015248,0.058588,0.015992
10,0.042925,0.023996,0.050973,0.015923,0.049036,0.015894,0.048775,0.015643,0.046886,0.016532
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.552929,0.006717,0.552493,0.004276,0.553219,0.004078,0.553298,0.004973,0.554021,0.005074
2,0.363326,0.011061,0.362893,0.007206,0.363817,0.006472,0.364348,0.007583,0.365341,0.007961
3,0.260365,0.014387,0.259814,0.009330,0.261339,0.008607,0.261616,0.009392,0.262948,0.009902
4,0.195096,0.016890,0.194130,0.010532,0.196099,0.010158,0.196480,0.010624,0.198139,0.011513
5,0.149574,0.019098,0.148534,0.011871,0.150997,0.011333,0.151044,0.011650,0.153212,0.012921
6,0.116425,0.021003,0.115440,0.012781,0.118162,0.012112,0.118569,0.012077,0.120682,0.014083
7,0.091198,0.022467,0.090826,0.014103,0.093366,0.012689,0.094336,0.012573,0.096412,0.015272
8,0.071788,0.023795,0.072017,0.015250,0.074375,0.012982,0.075599,0.013108,0.077689,0.016639
9,0.056467,0.024952,0.057635,0.016030,0.059706,0.013514,0.061158,0.013397,0.062969,0.017391
10,0.044458,0.025733,0.046163,0.016660,0.048411,0.013846,0.049514,0.013580,0.051491,0.018318
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.551941,0.007387,0.552471,0.004361,0.553720,0.004605,0.553275,0.004536,0.552199,0.003907
2,0.361922,0.012593,0.362979,0.006417,0.364429,0.007187,0.364182,0.007007,0.362522,0.006282
3,0.258611,0.016729,0.259873,0.008587,0.261446,0.009273,0.261365,0.008880,0.259653,0.008351
4,0.193186,0.019835,0.194130,0.010265,0.196167,0.010680,0.196162,0.010383,0.194373,0.010064
5,0.148187,0.022495,0.148727,0.011589,0.151140,0.011765,0.151387,0.011673,0.149225,0.011306
6,0.115833,0.024234,0.115798,0.012565,0.118449,0.012600,0.118524,0.012640,0.116801,0.012563
7,0.091724,0.025330,0.091304,0.013589,0.093888,0.013420,0.093829,0.013165,0.092473,0.013553
8,0.073098,0.025951,0.072380,0.014220,0.075521,0.014084,0.074946,0.013461,0.073848,0.013946
9,0.058828,0.026221,0.057721,0.014719,0.061061,0.014515,0.060431,0.013735,0.059648,0.014290
10,0.047628,0.026144,0.046174,0.015360,0.049696,0.014945,0.048930,0.014311,0.048245,0.014800
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.552922,0.006787,0.553048,0.004407,0.553037,0.004926,0.553792,0.005166,0.552715,0.004661
2,0.363173,0.011578,0.363658,0.007054,0.363290,0.007472,0.365245,0.008336,0.363110,0.007624
3,0.259872,0.015256,0.260621,0.008914,0.260455,0.009387,0.262869,0.010400,0.259965,0.009541
4,0.193895,0.018376,0.195337,0.010407,0.194936,0.010790,0.197904,0.011749,0.194552,0.011154
5,0.148029,0.020780,0.150195,0.011642,0.149670,0.012144,0.152855,0.012599,0.149272,0.012609
6,0.114851,0.022787,0.117172,0.012827,0.116512,0.013029,0.119972,0.013539,0.116415,0.013851
7,0.089758,0.024150,0.092589,0.013910,0.091812,0.013700,0.094997,0.014011,0.092035,0.014703
8,0.070647,0.025249,0.073618,0.014497,0.072796,0.014461,0.076020,0.014756,0.073503,0.015481
9,0.055790,0.026054,0.059130,0.015157,0.057831,0.015055,0.061330,0.015324,0.058963,0.016107
10,0.043822,0.026867,0.047433,0.015562,0.046277,0.015703,0.049610,0.016052,0.047542,0.016543
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.553138,0.006461,0.553222,0.004919,0.553279,0.003954,0.552941,0.004371,0.552807,0.005011
2,0.364117,0.010575,0.364039,0.008031,0.364076,0.006376,0.363540,0.006994,0.363444,0.008012
3,0.261798,0.013218,0.261126,0.010096,0.261488,0.008445,0.260763,0.009013,0.260703,0.009845
4,0.197095,0.015275,0.195799,0.011521,0.196659,0.010099,0.195493,0.010134,0.195259,0.011293
5,0.152235,0.016708,0.150536,0.012765,0.151883,0.011222,0.150464,0.011279,0.150021,0.012243
6,0.119512,0.017825,0.117635,0.013753,0.119065,0.011997,0.118293,0.012099,0.117065,0.012973
7,0.094933,0.018991,0.092729,0.014766,0.094380,0.012810,0.094120,0.013185,0.092229,0.013857
8,0.076344,0.020087,0.073871,0.015237,0.075385,0.012997,0.075101,0.014084,0.072993,0.014380
9,0.061505,0.021204,0.059238,0.015235,0.060845,0.013247,0.060873,0.014843,0.057836,0.015056
10,0.049860,0.022063,0.048101,0.014943,0.049223,0.013684,0.049604,0.015517,0.046062,0.015332
