beta=0.10
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue,avg_gcurve,sd_gcurve
7,-0.000122,0.001696,-0.000075,0.002901,-0.000204,0.002559,-0.000228,0.003274,-0.000393,0.002259
8,0.000017,0.001823,0.000213,0.003108,-0.000053,0.002628,-0.000354,0.002958,-0.000063,0.002770
9,-0.000244,0.001585,-0.000555,0.002764,0.000178,0.002252,0.000432,0.003229,-0.000107,0.002509
10,0.000076,0.001678,-0.000130,0.003189,-0.000173,0.002655,0.000519,0.003510,-0.000347,0.002796
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101866,0.001559,0.101421,0.003865,0.101650,0.002969,0.101307,0.003702,0.102238,0.003067
2,0.010860,0.001544,0.009958,0.003084,0.010070,0.002769,0.010183,0.003115,0.010271,0.002862
3,0.001309,0.001574,0.001178,0.003072,0.001279,0.002413,0.000741,0.003218,0.001340,0.002680
4,0.000132,0.001654,0.000400,0.002383,0.000076,0.002801,0.000435,0.003392,0.000105,0.002748
5,0.000306,0.001641,-0.000262,0.002843,-0.000261,0.002571,-0.000516,0.003123,0.000440,0.002440
6,0.000032,0.001573,0.000210,0.002779,-0.000090,0.002395,-0.000120,0.003056,-0.000068,0.002508
7,-0.000141,0.001479,-0.000120,0.003139,-0.000100,0.002465,0.000014,0.002747,-0.000087,0.002932
8,0.000009,0.001613,0.000090,0.003330,-0.000383,0.002637,0.000031,0.003170,0.000011,0.003132
9,-0.000437,0.001596,0.000436,0.003122,-0.000205,0.002376,0.000471,0.002890,-0.000048,0.002797
10,-0.000128,0.001544,-0.000170,0.003085,0.000038,0.002714,-0.000160,0.003285,0.000380,0.002812
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101497,0.001588,0.101898,0.004037,0.101840,0.002679,0.102432,0.003659,0.101884,0.002908
2,0.010252,0.001879,0.010493,0.003260,0.010614,0.002769,0.010706,0.003273,0.010565,0.002760
3,0.001116,0.001781,0.000906,0.003238,0.001216,0.002802,0.000913,0.002830,0.001133,0.002443
4,-0.000067,0.001698,-0.000085,0.002724,0.000007,0.002501,-0.000072,0.003054,-0.000042,0.002957
5,-0.000209,0.001518,0.000208,0.002922,0.000404,0.002411,-0.000119,0.003215,0.000295,0.002795
6,0.000274,0.001632,-0.000077,0.003195,-0.000237,0.002470,0.000244,0.003321,-0.000258,0.002543
7,0.000050,0.001664,-0.000662,0.003232,-0.000085,0.002404,-0.000679,0.002921,-0.000601,0.002648
8,0.000277,0.001773,-0.000149,0.003280,-0.000380,0.002611,-0.000201,0.003052,-0.000486,0.003019
9,0.000427,0.001614,0.000016,0.003046,0.000220,0.002383,0.000038,0.002797,0.000050,0.002636
10,-0.000005,0.001742,0.000106,0.002684,0.000005,0.002542,0.000534,0.003377,-0.000311,0.002764
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101585,0.001612,0.101918,0.004395,0.101517,0.002855,0.101438,0.003860,0.101781,0.002926
2,0.010754,0.001727,0.010478,0.002869,0.010195,0.002735,0.010529,0.003017,0.010059,0.002474
3,0.001082,0.001554,0.001399,0.002776,0.001225,0.002536,0.001481,0.002726,0.000689,0.002543
4,-0.000015,0.001735,0.000298,0.003019,-0.000145,0.002762,-0.000073,0.003082,0.000261,0.002756
5,0.000050,0.001507,0.000343,0.002854,-0.000579,0.002506,0.000094,0.002874,-0.000003,0.002319
6,-0.000035,0.001713,0.000038,0.002976,0.000304,0.002742,0.000054,0.003387,0.000002,0.002468
7,-0.000128,0.001552,-0.000027,0.002747,0.000151,0.002435,-0.000489,0.003309,-0.000384,0.002519
8,0.000342,0.001451,0.000146,0.003560,-0.000311,0.003085,-0.000012,0.003343,0.000165,0.002978
9,0.000116,0.001924,-0.000594,0.003115,0.000210,0.002219,0.000063,0.002941,0.000157,0.002556
10,-0.000193,0.001422,-0.000461,0.003089,-0.000109,0.002499,-0.000134,0.002998,-0.000092,0.002705
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101523,0.001601,0.102079,0.003566,0.101605,0.002758,0.102096,0.003553,0.101403,0.002752
2,0.010710,0.002062,0.010081,0.003663,0.010434,0.002466,0.011004,0.003059,0.010336,0.002499
3,0.001152,0.001685,0.000927,0.003143,0.001088,0.002609,0.001695,0.003181,0.001174,0.002514
4,0.000259,0.001728,-0.000211,0.003073,0.000293,0.002647,0.000274,0.003436,-0.000183,0.003037
5,0.000022,0.001672,-0.000386,0.003265,-0.000028,0.002563,0.000208,0.003153,0.000194,0.002364
6,0.000083,0.001483,-0.000153,0.003217,0.000072,0.003054,-0.000486,0.003049,0.000267,0.002771
7,-0.000013,0.001831,0.000128,0.003465,0.000135,0.002354,0.000417,0.002849,-0.000066,0.002558
8,-0.000013,0.001729,0.000262,0.003283,0.000148,0.002498,0.000107,0.003116,-0.000319,0.003118
9,0.000037,0.001793,-0.000121,0.002861,0.000105,0.002442,-0.000393,0.003109,0.000011,0.002697
10,-0.000100,0.001604,0.000306,0.002939,0.000092,0.002535,-0.000127,0.002725,-0.000183,0.002900
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101449,0.001622,0.101203,0.004065,0.101128,0.002645,0.101824,0.003867,0.102171,0.003173
2,0.010694,0.001837,0.010938,0.003140,0.009932,0.002297,0.010830,0.003111,0.011184,0.002254
3,0.001113,0.001614,0.001504,0.003166,0.001074,0.002643,0.001362,0.002602,0.001061,0.002561
4,-0.000060,0.001665,-0.000207,0.003225,0.000544,0.002500,0.000384,0.003072,0.000249,0.003250
5,-0.000120,0.001707,-0.000765,0.003270,0.000329,0.002249,0.000155,0.003006,-0.000198,0.002829
6,0.000255,0.001684,-0.000975,0.003014,0.000327,0.002800,-0.000193,0.003272,-0.000108,0.002694
7,0.000175,0.001652,-0.000204,0.003523,-0.000730,0.002688,0.000103,0.003164,-0.000275,0.002554
8,-0.000093,0.001713,0.000204,0.002922,0.000613,0.003092,-0.000155,0.003062,-0.000529,0.002821
9,-0.000010,0.001706,-0.000338,0.003193,0.000066,0.002371,-0.000345,0.003297,0.000123,0.002464
10,0.000260,0.001681,0.000263,0.003039,-0.000343,0.002412,-0.000118,0.003351,0.000571,0.002916
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101750,0.001506,0.101785,0.003791,0.101519,0.002887,0.101343,0.003784,0.101636,0.002717
2,0.010755,0.001640,0.010546,0.003400,0.010840,0.002102,0.009908,0.003310,0.011176,0.002762
3,0.001149,0.001584,0.000343,0.003022,0.001180,0.002344,0.001088,0.003245,0.001143,0.002412
4,-0.000015,0.001552,-0.000555,0.003264,0.000050,0.002640,0.000302,0.003371,0.000113,0.003117
5,0.000254,0.001614,-0.000036,0.003520,-0.000281,0.002690,-0.000057,0.002910,0.000054,0.002685
6,0.000282,0.001759,-0.000311,0.002996,-0.000008,0.002718,0.000394,0.003039,0.000311,0.002907
7,0.000230,0.001782,-0.000010,0.002935,0.000169,0.002304,0.000065,0.003091,0.000027,0.002463
8,-0.000060,0.001776,0.000244,0.003005,-0.000386,0.002603,-0.000375,0.003027,-0.000315,0.003185
9,0.000039,0.001735,0.000284,0.003179,0.000115,0.002583,-0.000583,0.003330,-0.000296,0.002265
10,-0.000080,0.001816,-0.000244,0.003420,0.000226,0.002432,-0.000741,0.002757,-0.000012,0.002767
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101492,0.001709,0.102132,0.003582,0.101215,0.002885,0.101590,0.003580,0.101796,0.002968
2,0.010498,0.001792,0.010524,0.003182,0.010880,0.002440,0.010767,0.003163,0.010206,0.002651
3,0.000892,0.001657,0.001290,0.003371,0.000943,0.002726,0.001179,0.003143,0.000990,0.002777
4,0.000309,0.001745,0.000059,0.003239,0.000314,0.002545,0.000171,0.003137,0.000154,0.002987
5,0.000370,0.001699,0.000182,0.003383,0.000268,0.002583,-0.000188,0.003231,-0.000265,0.002543
6,-0.000013,0.001757,0.000145,0.002697,-0.000226,0.002769,-0.000009,0.002967,0.000123,0.002933
7,0.000103,0.001674,-0.000743,0.002931,-0.000266,0.002394,0.000032,0.003472,0.000410,0.002886
8,-0.000041,0.001542,0.000430,0.002775,-0.000222,0.002695,-0.000221,0.002755,-0.000192,0.002683
9,-0.000160,0.001758,-0.000106,0.002943,0.000250,0.002113,0.000161,0.003040,0.000141,0.002463
10,0.000080,0.001462,0.000093,0.003132,-0.000430,0.002676,-0.000265,0.003140,0.000080,0.002573
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.101645,0.001861,0.101841,0.003684,0.101955,0.003548,0.101519,0.003535,0.101596,0.002661
2,0.010318,0.001772,0.010343,0.003522,0.010884,0.002692,0.009914,0.003375,0.010826,0.002807
3,0.001201,0.001728,0.001310,0.002723,0.001505,0.002537,0.001479,0.002872,0.000883,0.002315
4,0.000172,0.001791,0.000013,0.003321,0.000015,0.002667,-0.000291,0.003349,0.000242,0.002613
5,0.000159,0.001860,-0.000202,0.002861,-0.000137,0.002355,0.000398,0.002672,-0.000187,0.002648
6,0.000138,0.001851,-0.000087,0.003187,0.000070,0.002589,-0.000300,0.003067,-0.000091,0.002816
7,0.000002,0.001554,0.000173,0.003252,0.000193,0.002623,-0.000717,0.003246,0.000224,0.002530
8,-0.000057,0.001792,-0.000518,0.002880,0.000003,0.002674,-0.000134,0.002961,0.000114,0.003166
9,0.000074,0.001670,-0.000389,0.003125,-0.000183,0.002766,-0.000519,0.002709,0.000304,0.002584
10,0.000073,0.001824,-0.000393,0.003165,0.000316,0.002683,0.000106,0.003156,-0.000076,0.002851
