beta=0.20
separation,avg_random,sd_random,avg_order,sd_order,avg_hilbert,sd_hilbert,avg_lebesgue,sd_lebesgue,avg_gcurve,sd_gcurve
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.213907,0.001755,0.214268,0.003227,0.214160,0.002416,0.213934,0.002963,0.213669,0.002062
2,0.048902,0.002053,0.049013,0.002671,0.049439,0.002230,0.049088,0.002414,0.049032,0.002169
3,0.011939,0.001825,0.011871,0.002270,0.012082,0.002298,0.012037,0.002665,0.011731,0.002237
4,0.003263,0.002051,0.002564,0.002505,0.003403,0.002194,0.002947,0.002440,0.002708,0.002507
5,0.000989,0.002031,0.000842,0.002260,0.000613,0.002050,0.000763,0.002531,0.000637,0.001912
6,0.000531,0.002003,0.000295,0.002252,0.000309,0.002177,0.000255,0.002769,0.000135,0.002092
7,0.000278,0.001876,0.000070,0.002550,0.000336,0.002093,0.000333,0.002722,-0.000352,0.002390
8,-0.000092,0.002095,-0.000204,0.002785,0.000402,0.002169,0.000361,0.002177,0.000331,0.002336
9,-0.000414,0.001930,-0.000097,0.002402,-0.000376,0.001954,-0.000197,0.002259,-0.000027,0.002252
10,0.000097,0.002107,-0.000241,0.002392,-0.000212,0.001770,-0.000187,0.002618,0.000192,0.002359
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.214168,0.001903,0.214697,0.002748,0.214109,0.001979,0.213918,0.003031,0.214294,0.002225
2,0.049193,0.001937,0.049305,0.002275,0.049387,0.001924,0.048768,0.002552,0.049426,0.002744
3,0.012079,0.002052,0.011758,0.002588,0.012118,0.002000,0.011759,0.002631,0.011945,0.002005
4,0.003154,0.002399,0.002681,0.002628,0.003161,0.002175,0.003054,0.002459,0.003042,0.002146
5,0.000988,0.002031,0.000757,0.002511,0.000776,0.002044,0.000965,0.002405,0.000473,0.001930
6,0.000489,0.002252,0.000031,0.002314,0.000172,0.002285,0.000303,0.002491,0.000298,0.001993
7,0.000367,0.002043,0.000106,0.002373,0.000002,0.002205,0.000126,0.002560,-0.000231,0.001929
8,0.000147,0.002123,-0.000182,0.002255,0.000010,0.002359,0.000106,0.002452,-0.000598,0.002297
9,-0.000439,0.002170,0.000284,0.002459,-0.000306,0.001835,0.000338,0.002340,0.000052,0.001807
10,-0.000339,0.002134,0.000031,0.002093,-0.000360,0.001655,-0.000058,0.002516,-0.000023,0.002131
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.214079,0.001829,0.214647,0.002924,0.214557,0.002344,0.214092,0.002621,0.214225,0.002286
2,0.049250,0.001769,0.049215,0.002743,0.049163,0.002080,0.048856,0.002394,0.049311,0.002211
3,0.012061,0.001994,0.011797,0.002702,0.012118,0.002083,0.012430,0.002389,0.012229,0.002008
4,0.002904,0.002047,0.002754,0.002481,0.003136,0.002192,0.003012,0.002249,0.003115,0.002323
5,0.000415,0.002045,0.000739,0.002562,0.000891,0.001998,0.000473,0.002379,0.000769,0.001877
6,0.000304,0.001968,0.000016,0.002640,0.000282,0.002278,0.000182,0.002381,0.000072,0.001831
7,-0.000091,0.002167,0.000352,0.002447,-0.000203,0.002073,0.000007,0.002567,0.000043,0.001991
8,-0.000129,0.002064,-0.000104,0.002293,-0.000068,0.002131,0.000105,0.002602,0.000072,0.002318
9,-0.000179,0.001997,0.000229,0.002468,-0.000123,0.001619,-0.000252,0.002162,-0.000253,0.002093
10,-0.000026,0.002071,0.000155,0.002351,-0.000052,0.002014,-0.000040,0.002535,-0.000029,0.002121
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.214151,0.001872,0.214065,0.003074,0.214097,0.002336,0.214212,0.002988,0.214120,0.002006
2,0.049094,0.002466,0.048974,0.002346,0.048963,0.002112,0.049484,0.002601,0.049311,0.002323
3,0.011555,0.002316,0.011851,0.002410,0.011634,0.002107,0.011980,0.002540,0.011915,0.001730
4,0.002723,0.002111,0.003181,0.002431,0.002921,0.002289,0.003013,0.002351,0.002857,0.002322
5,0.000594,0.002211,0.000569,0.002311,0.000458,0.002003,0.000541,0.002215,0.000741,0.001984
6,0.000307,0.001990,-0.000140,0.002497,-0.000091,0.001971,-0.000258,0.002047,0.000428,0.002531
7,0.000208,0.001924,-0.000180,0.002194,-0.000135,0.001782,0.000150,0.002353,0.000262,0.002211
8,0.000435,0.001747,-0.000345,0.002692,0.000361,0.002216,0.000311,0.002209,0.000142,0.002391
9,-0.000029,0.001869,-0.000441,0.002462,0.000296,0.002153,-0.000116,0.002407,-0.000163,0.001922
10,-0.000239,0.002139,-0.000133,0.002314,0.000307,0.002023,-0.000249,0.002537,0.000278,0.002169
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.214256,0.001973,0.214354,0.002844,0.214158,0.002245,0.213512,0.002628,0.214241,0.002523
2,0.049168,0.002009,0.049160,0.002582,0.049407,0.001942,0.048573,0.002359,0.049111,0.002302
3,0.012064,0.001778,0.012036,0.002575,0.012115,0.002081,0.011283,0.002486,0.011889,0.002287
4,0.003176,0.002079,0.003169,0.002462,0.003212,0.002025,0.002851,0.002456,0.003056,0.002323
5,0.000738,0.002137,0.000640,0.002344,0.000747,0.002034,0.000849,0.002119,0.000727,0.001977
6,0.000187,0.002032,0.000044,0.002784,0.000287,0.002158,0.000288,0.002331,-0.000085,0.002065
7,-0.000378,0.002145,-0.000249,0.002652,0.000234,0.002153,0.000348,0.002535,0.000055,0.002125
8,-0.000140,0.002378,-0.000627,0.002033,0.000020,0.001923,-0.000089,0.002213,-0.000018,0.002131
9,-0.000231,0.002319,-0.000240,0.002707,-0.000093,0.002217,0.000001,0.002312,0.000214,0.002237
10,-0.000096,0.002313,0.000237,0.002192,-0.000156,0.002317,-0.000285,0.002587,0.000130,0.002079
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.214181,0.001912,0.214033,0.003317,0.213628,0.002146,0.214454,0.002607,0.214333,0.002748
2,0.049146,0.002226,0.049029,0.002591,0.049108,0.002098,0.049397,0.002384,0.049052,0.002443
3,0.011962,0.002159,0.012087,0.002666,0.011991,0.002015,0.011975,0.002118,0.011862,0.002037
4,0.003173,0.002055,0.003224,0.002702,0.002891,0.002057,0.003037,0.002357,0.002729,0.002325
5,0.000756,0.002088,0.000677,0.002587,0.000686,0.001978,0.000790,0.001966,0.000706,0.002089
6,0.000131,0.002218,-0.000004,0.002383,0.000400,0.002089,0.000037,0.002307,-0.000078,0.002134
7,0.000105,0.002204,0.000368,0.002082,0.000040,0.002037,-0.000252,0.002367,-0.000140,0.002120
8,0.000011,0.002187,-0.000322,0.002845,0.000110,0.002075,0.000008,0.002521,-0.000361,0.002739
9,-0.000105,0.002250,0.000222,0.002432,-0.000221,0.001844,0.000371,0.002593,0.000189,0.002191
10,-0.000029,0.002076,-0.000213,0.002655,-0.000291,0.001808,-0.000406,0.002450,0.000159,0.001930
0,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
1,0.213667,0.001684,0.214148,0.003216,0.214288,0.002200,0.213741,0.002966,0.213907,0.002227
2,0.048830,0.002110,0.049304,0.002350,0.049305,0.002039,0.049181,0.002409,0.048837,0.001900
3,0.011516,0.002081,0.012052,0.002276,0.011639,0.001915,0.011971,0.002505,0.011661,0.001917
4,0.002873,0.002398,0.003366,0.002239,0.003026,0.002216,0.003202,0.002305,0.002815,0.002069
5,0.000472,0.002003,0.000894,0.002432,0.000973,0.001871,0.001166,0.002659,0.000971,0.001970
6,0.000331,0.001946,0.000002,0.002561,0.000374,0.001962,0.000467,0.002901,0.000321,0.002415
7,-0.000129,0.002011,0.000127,0.002518,0.000277,0.002024,0.000233,0.002512,0.000426,0.002219
8,-0.000401,0.002429,-0.000437,0.002039,0.000046,0.001780,-0.000075,0.002157,0.000372,0.002111
9,-0.000186,0.002045,-0.000280,0.002167,0.000152,0.002088,-0.000041,0.002633,-0.000307,0.002295
10,-0.000179,0.002402,0.000015,0.002165,-0.000049,0.002116,-0.000125,0.002402,-0.000291,0.002365
